,Property.Name.,Property.Type.,Built.Year.,Model.,Address.,District.,Bedrooms.,Bedrooms.Additional,Area.Land,Area.Builtup,Floor.Description,Floor.,Asking.,PSF_land.,PSF.,PostalCode,Developer.,Bathrooms.,Tenure.,No..of.Units.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,lon,lat,is_HDB
1368,Blair Plain Conservation Area,Terrace,2000,Inter Terrace,Everton Road, D2 - Chinatown / Tanjong Pagar ,5,1,1600,4600,NA,NA,6350000,3968,1380,NA,NA,NA,FREEHOLD,NA,"Renovated, Air Conditioning, Bathtub, Water Heater, Cooker Hob/hood, Balcony, Private Garden","OUTRAM PARK MRT 6 mins  EW16NE3TE17 530m, MAXWELL MRT DUE 2021 10 mins  TE18 850m, TANJONG PAGAR MRT 12 mins  EW15 970m","Blk 3 1 min  19619761166167120 150m, Opp New Bridge Rd Ter 1 min  961961C124143147 150m, Bef Hosp Dr 2 mins  61143147120124166167196197961961C 170m","Cantonment Primary 280m, Chij (kellock) 1.1 km, Radin Mas Primary 1.5 km","Outram Secondary 1.11 km, Chij St. Theresa's Convent 1.69 km","PEARLS CENTRE 680m, TANJONG PAGAR CENTRE 840m, PEOPLE'S PARK COMPLEX 1.02 km",NA,NA,NA,103.8386912,1.2756464,No
1369,Corals At Keppel Bay,Condominium,2016,Condominium,21 Keppel Bay Drive (098022), D4 - Sentosa / Harbourfront ,4,NA,NA,3057,GROUND,1,9800000,NA,3206,98022,Keppel Bay Pte Ltd,4,LEASEHOLD/99 years,366,"Kid's Pool / Splash Pool With Jumping Jets, 50M Lap Pool, Public Promenade, Water Feature, Changing Rooms, Bbq Area, Play Area, Jacuzzi / Hydro Spa, Tennis Court, Clubhouse, Reflective Pools, Pathway / Forest Walk, Sea View, Bathtub, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony","HARBOURFRONT MRT 7 mins  CC29NE1 560m, TELOK BLANGAH MRT 11 mins  CC28 950m, LABRADOR PARK MRT 21 mins  CC27 1.71 km","Caribbean at Keppel Bay 1 min  939710014314516612413196340818830576110 120m, HarbourFront Int 2 mins  123123M124936580855963963E188188E408 220m, HarbourFront Stn 3 mins  963R188R3030e1057611431451001311669797e 240m","Radin Mas Primary 1.24 km, Blangah Rise Primary 1.44 km, Chij (kellock) 1.51 km",Chij St. Theresa's Convent 1.16 km,"Harbourfront Centre 320m, Vivocity 680m, DEPOT HEIGHTS SHOPPING CENTRE 1.79 km",Partially Furnished,NA,NA,103.8159068,1.2647326,No
1370,Corals At Keppel Bay,Condominium,2016,Condominium,21 Keppel Bay Drive (098022), D4 - Sentosa / Harbourfront ,4,NA,NA,3025,MID,NA,8390000,NA,2774,98022,Keppel Bay Pte Ltd,3,LEASEHOLD/99 years,366,"Play Area, Jacuzzi / Hydro Spa, Pathway / Forest Walk, Kid's Pool / Splash Pool With Jumping Jets, Water Feature, Changing Rooms, Reflective Pools, Bbq Area, 50M Lap Pool, Clubhouse, Public Promenade, Tennis Court, Sea View, Bathtub, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony","HARBOURFRONT MRT 7 mins  CC29NE1 560m, TELOK BLANGAH MRT 11 mins  CC28 950m, LABRADOR PARK MRT 21 mins  CC27 1.71 km","Caribbean at Keppel Bay 1 min  939710014314516612413196340818830576110 120m, HarbourFront Int 2 mins  123123M124936580855963963E188188E408 220m, HarbourFront Stn 3 mins  963R188R3030e1057611431451001311669797e 240m","Radin Mas Primary 1.24 km, Blangah Rise Primary 1.44 km, Chij (kellock) 1.51 km",Chij St. Theresa's Convent 1.16 km,"Harbourfront Centre 320m, Vivocity 680m, DEPOT HEIGHTS SHOPPING CENTRE 1.79 km",Partially Furnished,NA,NA,103.8159068,1.2647326,No
1371,Reflections At Keppel Bay,Condominium,2011,Condominium,1 Keppel Bay View (098402), D4 - Sentosa / Harbourfront ,3,NA,NA,1561,NA,NA,3380000,NA,2165,98402,Keppel Bay Pte Ltd,NA,LEASEHOLD/99 years,1129,"Securities, Wadpool, Club House, Tennis Court, Landscaped Garden, Gymnasium, Jacuzzi, Swimming Pool, Sea View, Air Conditioning, Cooker Hob/hood, Water Heater, Intercom, Wardrobe, Air-conditioning, Kitchen, Balcony, Bombshelter","TELOK BLANGAH MRT 7 mins  CC28 590m, HARBOURFRONT MRT 11 mins  CC29NE1 910m, LABRADOR PARK MRT 17 mins  CC27 1.36 km","Bef Seah Im Rd 1 min  408188963105761301431451001241311669397 130m, Opp Chr Community Chapel 2 mins  939710014314516612413118896340857613010 230m, Bef Chr Community Chapel 3 mins  963408188301057611431451001241311669397 240m","Blangah Rise Primary 1.09 km, Radin Mas Primary 1.33 km, Chij (kellock) 1.66 km",Chij St. Theresa's Convent 1.2 km,"Harbourfront Centre 680m, Vivocity 1.04 km, DEPOT HEIGHTS SHOPPING CENTRE 1.5 km",NA,NA,NA,103.814269,1.2683469,No
1372,Southbank,Apartment,2010,Apartment,883 North Bridge Road (198785), D7 - Beach Road / Bugis / Rochor ,NA,NA,NA,463,NA,NA,1008000,NA,2177,198785,Kings & Queens Developments Pte Ltd,1,LEASEHOLD/99 years,197,"Wadpool, Landscaped Garden, Car Park, Gymnasium, Swimming Pool, Barbecue Area, City View, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Air-conditioning, Wardrobe, Flooring For Bedroom, Flooring For Living/dining, Kitchen, Balcony, Bombshelter","LAVENDER MRT 3 mins  EW11 240m, NICOLL HIGHWAY MRT 8 mins  CC5 710m, BENDEMEER MRT 10 mins  DT23 830m","Southbank 1 min  100961961C980 40m, Opp Blk 4 1 min  100 120m, Blk 8 2 mins  32761805163961961C980197175145 170m","Stamford Primary 880m, Farrer Park Primary 1.67 km, Bendemeer Primary 1.75 km",Northlight 1.74 km,"GOLDEN MILE SHOPPING CENTRE 380m, KALLANG WAVE MALL 950m, CITY SQUARE MALL 1.04 km",Partially Furnished,"School Of The Arts, Singapore 1.92 km",NA,103.8642819,1.3063526,No
1373,D'Leedon,Condominium,2014,Condominium,7 Leedon Heights (267953), D10 - Tanglin / Holland / Bukit Timah ,3,NA,NA,1216,NA,NA,2100000,NA,1727,267953,Morganite Pte Ltd,2,LEASEHOLD/99 years,1715,"Basketball Court, Event Courts, Jogging Tracks, Lap Pool / Gym Pool, Tennis Courts, Play Areas, Fitness Areas, Multi-purpose Court, Restaurant/retail Space, Clubhouses, Theme Gardens, Jacuzzis, Bbq, Spa Pavilions, Mini Race Track, Gymnasium, Sea View, Original Condition, City View, Air Conditioning, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","FARRER ROAD MRT 7 mins  CC20 560m, HOLLAND VILLAGE MRT 10 mins  CC21 860m, TAN KAH KEE MRT DUE 2016 16 mins  DT8 1.33 km","Opp Tulip Gdn 2 mins  17418693153165855961961C5N48 160m, Tulip Gdn 3 mins  4816593174186153961961C855 240m","Nanyang Primary 850m, New Town Primary 1.69 km, Raffles Girls' Primary 1.77 km","St. Margaret's Secondary 930m, Hwa Chong Institution 1.2 km, Queensway Secondary 1.58 km","HOLLAND ROAD SHOPPING CENTRE 1.05 km, Holland Road Shopping Centre 1.05 km, CORONATION SHOPPING PLAZA 1.26 km",Partially Furnished,"Hwa Chong Institution 1.2 km, National Junior College 1.77 km",NA,103.8039666,1.3144021,No
1374,Choa Chu Kang Avenue 3,HDB 5 Rooms,1999,Improved,472 Choa Chu Kang Avenue 3 (680472),NA,3,1,NA,1291.668,HIGH,NA,450000,NA,348,680472,NA,2,LEASEHOLD/99 years,NA,"Corner Unit, Park/greenery View, Renovated, Air Conditioning, Water Heater, Cooker Hob/hood, Bombshelter","SOUTH VIEW LRT 10 mins  BP2 850m,  10 mins   850m, CHOA CHU KANG LRT 12 mins  BP1NS4 1.0 km","Opp Concord Pr Sch 1 min  300982E983 70m, Sunshine Pl 1 min  975975A975B3N300301NR3172 140m, Blk 457 1 min  982E9833NNR3300 150m","Concord Primary 230m, Chua Chu Kang Primary 490m, South View Primary 1.0 km","Bukit Panjang Govt. High 360m, Kranji Secondary 1.29 km, Chua Chu Kang Secondary 1.64 km","SUNSHINE PLACE 200m, KEAT HONG SHOPPING CENTRE 760m, LOT ONE, SHOPPERS' MALL 1.04 km",Not Furnished,NA, Choa Chu Kang ,103.7376507,1.3790563,Yes
1375,The Palette,Condominium,2016,Condominium,121 Pasir Ris Grove (518175), D18 - Pasir Ris / Tampines ,2,NA,NA,753,LOW,NA,838888,NA,1114,518175,Hong Realty Pte Ltd,2,LEASEHOLD/99 years,892,"Spa Pod, Splash Pool, Tennis Courts, Tidal Pool With Embossed Ocean Life, Water Cascades, Welcoming Deck, Timber Boardwalk, Coral Sculpture, Party Deck, Changing Rooms With Steam Baths, Eco Pond With Embankment, Lawn, Hammocks In Exotic Palm Garden, Wet Deck, 50M Infinity Pool, Golf Simulator, Gymnasium, Function Room, Audio Visual Room, Giant Swing, Rope Bridge, Entrance Gateway, Aqua Gym, Birds Of Paradise Garden, Water Play Wet Deck, Cascading Waterfall, Moors Deck, Kid's Pool Deck With Daybeds, Dip Pool With Islands, Flying Fox, Tubing Loop, Fitness Stations, Eco Pods, Meditation Courtyards, Skating Rink, Bbq With Trellis, Activity Roof Deck, Residents' Lounge, Buoys, Buoys Pool With Moulded Spa Beds, Spice Botanics, Green Feature Wall, Harp Pavilion, Jogging Track, Management Office, Guard House, Renovated, Park/greenery View, City View, Swimming Pool View, Corner Unit, Water Heater, Intercom, Cooker Hob/hood, Air Conditioning, Balcony","PASIR RIS MRT 6 mins  EW1 500m, TAMPINES EAST MRT 22 mins  DT33 1.83 km, TAMPINES MRT 23 mins  DT32EW2 1.9 km",NA,"Elias Park Primary 530m, Coral Primary 590m, Park View Primary 1.07 km","Coral Secondary 530m, Hai Sing Catholic 1.12 km, Siglap Secondary 1.22 km","White Sands 500m, ELIAS MALL 1.02 km, DOWNTOWN EAST 1.25 km",NA,NA,NA,103.9458088,1.3702634,No
1376,Clementi Avenue 1,HDB 4 Rooms,2012,New Generation,421 Clementi Avenue 1 (120421),NA,3,NA,NA,979.5149,HIGH,NA,720000,NA,735,120421,NA,2,LEASEHOLD/99 years,NA,"Corner Unit, Renovated, Air Conditioning, Bombshelter","CLEMENTI MRT 9 mins  EW23 770m, DOVER MRT 14 mins  EW22 1.14 km","Opp Blk 420A 1 min  189 90m, Opp Nan Hua High Sch 2 mins  189 210m, Blk 408 3 mins  28228518920178175 240m","Pei Tong Primary 790m, Clementi Primary 960m, Qifa Primary 1.34 km","Nan Hua High 110m, Nus High School Of Mathematics And Science 300m, New Town Secondary 560m","CLEMENTI AVENUE 2 SHOPPING CENTRE 560m, THE CLEMENTI MALL 790m",Not Furnished,"Nus High School Of Mathematics And Science 300m, Anglo-chinese School (independent) 1.45 km", Clementi ,103.7686997,1.3091484,Yes
1377,Signature At Yishun,Condominium,NA,Condominium,33 Yishun Street 51 (767991), D27 - Sembawang / Yishun ,3,NA,NA,947,NA,NA,698000,NA,737,767991,Gee-I Investments Pte. Ltd.,2,LEASEHOLD/99 years,525,"Renovated, Air Conditioning, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","KHATIB MRT 16 mins  NS14 1.34 km, YISHUN MRT 22 mins  NS13 1.78 km","Opp The Shaughnessy 1 min  117805 110m, The Shaughnessy 2 mins  117 160m, Opp Orchid Country Club 2 mins  117805 180m","Northland Primary 640m, Naval Base Primary 690m, Huamin Primary 1.12 km","Northbrooks Secondary 460m, Orchid Park Secondary 820m, Chung Cheng High School (yishun) 880m","WISTERIA MALL 440m, Northpoint 1.75 km, NORTHPOINT SHOPPING CENTRE 1.75 km",Partially Furnished,NA,NA,103.8451706,1.4184475,No
1378,Woodlands Drive 71,HDB 5 Rooms,NA,Improved,671 Woodlands Drive 71 (730671),NA,3,NA,NA,1184.029,HIGH,NA,455000,NA,384,730671,NA,2,LEASEHOLD/99 years,NA,"Corner Unit, Renovated, Air Conditioning, Water Heater, Cooker Hob/hood, Bombshelter","ADMIRALTY MRT 3 mins  NS10 280m, WOODLANDS MRT 17 mins  NS9TE2 1.41 km, WOODLANDS SOUTH MRT DUE 2019 18 mins  TE3 1.44 km","Blk 666 2 mins  964965969904913 180m, Blk 706 2 mins  904913964965965A969 190m","Admiralty Primary 430m, Woodlands Ring Primary 470m, Greenwood Primary 650m","Woodlands Ring Secondary 360m, Evergreen Secondary 630m, Spectra Secondary 670m","ADMIRALTY PLACE 360m, 888 PLAZA 450m, WOODLANDS MART 750m",Partially Furnished,Singapore Sports School 1.75 km, Woodlands ,103.7988172,1.439388,Yes
1379,Charlton 18,Terrace,NA,Inter Terrace,Charlton Lane, D19 - Hougang / Punggol / Sengkang ,4,NA,1216,3391,NA,NA,3180000,2615,938,NA,De Paradiso Developments Pte Ltd,4,FREEHOLD,18,"Park/greenery View, Air Conditioning, Bathtub, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Outdoor Patio, Bombshelter, Balcony, Walk-in-wardrobe, Roof Terrace","KOVAN MRT 4 mins  NE13 320m, SERANGOON MRT 15 mins  CC13NE12 1.24 km, BARTLEY MRT 20 mins  CC12 1.64 km","Opp The Helping Hand 1 min  136153101107107M808182 40m, The Helping Hand 1 min  808182101107107M136153 90m","Paya Lebar Methodist Girls' School (primary) 850m, Xinghua Primary 900m, Zhonghua Primary 1.45 km","Paya Lebar Methodist Girls' School (secondary) 780m, Yuying Secondary 860m, Peicai Secondary 1.35 km","HEARTLAND MALL-KOVAN 420m, UPPER SERANGOON SHOPPING CENTRE 560m, ICB SHOPPING CENTRE 580m",Partially Furnished,Maris Stella High School 1.81 km,NA,-2.0743257,51.8795022,No
1380,38 I Suites,Apartment,2014,Apartment,38 Ipoh Lane (438646), D15 - East Coast / Marine Parade ,2,1,NA,689,NA,NA,1260000,NA,1829,438646,Sustained Land Pte Ltd,NA,FREEHOLD,120,"Landscaped Garden, Wadpool, Swimming Pool, Fitness Area, Gymnasium, Barbecue Area, Jacuzzi, City View, Air Conditioning, Water Heater, Cooker Hob/hood, Flooring For Living/dining, Flooring For Bedroom, Air-conditioning, Wardrobe, Kitchen","PAYA LEBAR MRT 10 mins  CC9EW8 820m, DAKOTA MRT 12 mins  CC8 990m, EUNOS MRT 14 mins  EW7 1.16 km","Dunman View 2 mins  1633 230m, Shell Kiosk 3 mins  134135135A304043853C197 240m","Tanjong Katong Primary 860m, Kong Hwa 900m, Geylang Methodist School (primary) 1.52 km","Tanjong Katong Secondary 370m, Tanjong Katong Girls' 460m, Chung Cheng High School (main) 940m","ONE KM 370m, CITY PLAZA 460m, JOO CHIAT COMPLEX 520m",Partially Furnished,Dunman High School 1.97 km,NA,103.8962379,1.3118818,No
1381,D'Weave,Apartment,2014,Apartment,5 Lorong 39 Geylang (387866), D14 - Eunos / Geylang / Paya Lebar ,2,NA,NA,936,NA,NA,980000,NA,1047,387866,Teambuild Properties Pte Ltd,NA,FREEHOLD,71,"Renovated, Jacuzzi, Cooker Hob/hood, Air Conditioning, Water Heater, Intercom, Bombshelter, Balcony, Terrace","PAYA LEBAR MRT 5 mins  CC9EW8 410m, DAKOTA MRT 10 mins  CC8 860m, ALJUNIED MRT 11 mins  EW9 880m","Opp Lor 39 Geylang 1 min  2266713214051853C 100m, Sims Ville 1 min  853CNR74051213212667 120m, Bef Geylang Fire Stn 2 mins  2443767070M28155134135154 200m","Kong Hwa 560m, Geylang Methodist School (primary) 760m, Macpherson Primary 1.4 km","Geylang Methodist School (secondary) 920m, Broadrick Secondary 1.03 km, Tanjong Katong Secondary 1.09 km","CITY PLAZA 350m, PAYA LEBAR SQUARE 430m, ONE KM 480m",NA,Dunman High School 1.93 km,NA,103.8908752,1.3151706,No
1382,Park 1 Suites,Apartment,2017,NA,8 Lorong 40 Geylang (398054), D14 - Eunos / Geylang / Paya Lebar ,3,NA,NA,1098,NA,NA,1375100,NA,1252,398054,Park 1 Suites Pte. Ltd.,NA,FREEHOLD,26,"Park/greenery View, Renovated, Water Heater, Cooker Hob/hood, Air Conditioning, Balcony","PAYA LEBAR MRT 7 mins  CC9EW8 620m, DAKOTA MRT 8 mins  CC8 660m, ALJUNIED MRT 10 mins  EW9 800m","Opp Lor 39 Geylang 2 mins  2266713214051853C 180m, The Sunny Spring Condo 2 mins  77070M197 210m, Aft Lor 34 Geylang 3 mins  6740512621321853C 240m","Kong Hwa 350m, Geylang Methodist School (primary) 730m, Macpherson Primary 1.46 km","Broadrick Secondary 820m, Geylang Methodist School (secondary) 870m, Chung Cheng High School (main) 970m","CITY PLAZA 470m, ONE KM 590m, PAYA LEBAR SQUARE 640m",NA,Dunman High School 1.73 km,NA,103.8896444,1.3140231,No
1383,Corals At Keppel Bay,Condominium,2016,Condominium,1 Keppel Bay Drive (098012), D4 - Sentosa / Harbourfront ,3,NA,NA,1216,NA,NA,2328030,NA,1914,98012,Keppel Bay Pte Ltd,NA,LEASEHOLD/99 years,366,"Water Feature, Bbq Area, Changing Rooms, Jacuzzi / Hydro Spa, Play Area, Kid's Pool / Splash Pool With Jumping Jets, Clubhouse, Tennis Court, Pathway / Forest Walk, 50M Lap Pool, Public Promenade, Reflective Pools, Swimming Pool View, Renovated, Park/greenery View, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","HARBOURFRONT MRT 7 mins  CC29NE1 620m, TELOK BLANGAH MRT 12 mins  CC28 1.0 km, LABRADOR PARK MRT 21 mins  CC27 1.72 km",NA,"Radin Mas Primary 1.41 km, Blangah Rise Primary 1.53 km, Chij (kellock) 1.67 km",Chij St. Theresa's Convent 1.34 km,"Harbourfront Centre 310m, Vivocity 720m, DEPOT HEIGHTS SHOPPING CENTRE 1.92 km",NA,NA,NA,103.816962,1.265951,No
1384,Belgravia Villas,Terrace,2018,Cluster House,Belgravia Drive, D28 - Seletar / Yio Chu Kang ,5,NA,NA,3705,NA,NA,2800000,NA,756,NA,Fairview Developments Pte Ltd,NA,FREEHOLD,118,"Clubhouse, Swimming Pools/lap Pools, Guard House, Children's Playground, Air Conditioning, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Bombshelter, Balcony, Maidsroom, Roof Terrace"," 22 mins   1.82 km, FERNVALE LRT 22 mins  SW5 1.83 km","Opp Techplace 2 1 min  881597250 120m, Techplace 2 2 mins  507226815988 200m","Da Qiao Primary 1.13 km, Rosyth 1.29 km, Fernvale Primary 1.5 km","Serangoon Garden Secondary 1.22 km, Bowen Secondary 1.65 km, Anderson Secondary 1.66 km","GREENWICH V 990m, MYVILLAGE AT SERANGOON GARDEN 1.61 km, HOUGANG 1 1.61 km",NA,NA,NA,-75.3386335,41.1605271,No
1385,Corals At Keppel Bay,Condominium,2016,Condominium,1 Keppel Bay Drive (098012), D4 - Sentosa / Harbourfront ,4,NA,NA,2648,NA,NA,6450000,NA,2436,98012,Keppel Bay Pte Ltd,4,LEASEHOLD/99 years,366,"Jacuzzi / Hydro Spa, Clubhouse, Kid's Pool / Splash Pool With Jumping Jets, Water Feature, Bbq Area, 50M Lap Pool, Pathway / Forest Walk, Tennis Court, Public Promenade, Changing Rooms, Play Area, Reflective Pools, Swimming Pool View, Renovated, Park/greenery View, Air Conditioning, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","HARBOURFRONT MRT 7 mins  CC29NE1 620m, TELOK BLANGAH MRT 12 mins  CC28 1.0 km, LABRADOR PARK MRT 21 mins  CC27 1.72 km",NA,"Radin Mas Primary 1.41 km, Blangah Rise Primary 1.53 km, Chij (kellock) 1.67 km",Chij St. Theresa's Convent 1.34 km,"Harbourfront Centre 310m, Vivocity 720m, DEPOT HEIGHTS SHOPPING CENTRE 1.92 km",Partially Furnished,NA,NA,103.816962,1.265951,No
1386,Kingsford Waterbay,Apartment,NA,Apartment,64 Upper Serangoon View (533886), D19 - Hougang / Punggol / Sengkang ,4,NA,NA,1033,MID,NA,1139000,NA,1103,533886,Kingsford Property Developments Pte Ltd,2,LEASEHOLD/99 years,1165,"Swimming Pool View, Renovated, Park/greenery View, Corner Unit, Intercom, Cooker Hob/hood, Water Heater, Balcony"," 13 mins   1.06 km, KANGKAR LRT 14 mins  SE4 1.14 km, RANGGUNG LRT 14 mins  SE5 1.17 km","Opp S'goon Sec Sch 1 min  324 50m, Serangoon Sec Sch 2 mins  6262A102136 230m","Chij Our Lady Of The Nativity 650m, Punggol Primary 1.04 km, North Vista Primary 1.23 km","Serangoon Secondary 130m, Holy Innocents' High 840m, North Vista Secondary 870m","THE MIDTOWN 1.0 km, Eastpoint Mall 1.08 km, Hougang Mall 1.08 km",Partially Furnished,NA,NA,103.9026769,1.3735866,No
1387,Yishun Avenue 4,HDB 5 Rooms,1988,Improved,864 Yishun Avenue 4 (760864),NA,3,NA,NA,1313.1958,NA,NA,480000,NA,366,760864,NA,NA,LEASEHOLD/99 years,NA,"Renovated, Corner Unit, Air Conditioning, Balcony","KHATIB MRT 9 mins  NS14 720m, YISHUN MRT 18 mins  NS13 1.51 km","Naval Base Pr Sch 1 min  811 80m, Opp Naval Base Pr Sch 1 min  805811 120m, Blk 858 2 mins  811850E860860A 180m","Naval Base Primary 80m, Northland Primary 510m, Peiying Primary 1.02 km","Orchid Park Secondary 220m, Chung Cheng High School (yishun) 370m, Northbrooks Secondary 820m","WISTERIA MALL 270m, NORTHPOINT SHOPPING CENTRE 1.51 km, Northpoint 1.51 km",NA,NA, Yishun ,103.8395144,1.4165784,Yes
1388,The Trilinq,Condominium,NA,Condominium,28 Jalan Lempeng (128807), D5 - Buona Vista / West Coast / Clementi New Town ,4,NA,NA,1518,NA,NA,1838000,NA,1211,128807,Clementi Developments Pte Ltd,NA,LEASEHOLD/99 years,755,"Swimming Pool View, Air Conditioning, Water Heater, Cooker Hob/hood, Balcony","CLEMENTI MRT 6 mins  EW23 500m, DOVER MRT 25 mins  EW22 2.0 km","Blk 436 1 min  154201963963R188196 120m, Regent Pk 1 min  188196963963R201154 150m, Nan Hua Pr Sch 2 mins  963963R5N188NR5NR85217399183105106 190m","Nan Hua Primary 140m, Clementi Primary 300m, Pei Tong Primary 670m","Clementi Town Secondary 300m, Tanglin Secondary 990m, Nan Hua High 1.35 km","THE CLEMENTI MALL 470m, CLEMENTI AVENUE 2 SHOPPING CENTRE 1.13 km",NA,Nus High School Of Mathematics And Science 1.54 km,NA,103.762091,1.3181144,No
1389,Suites @ Newton,Apartment,2016,Apartment,1 Surrey Road (307740), D11 - Newton / Novena ,2,NA,NA,1324,NA,NA,2100000,NA,1586,307740,Giant Land Pte Ltd,NA,FREEHOLD,67,"Bin Centre, Gym, Swimming Pool, Pool Deck, Guard House, Car Lift, Park/greenery View, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Jacuzzi, Balcony, Roof Terrace","NOVENA MRT 5 mins  NS20 460m, NEWTON MRT 7 mins  DT11NS21 620m, FARRER PARK VIEW 16 mins  NE8 1.31 km","Hotel Royal 1 min  124162162M143167518518A545 60m, Opp Hotel Royal 1 min  554167124143162162MNR1 110m, Newton Life Ch 2 mins  545167124162162M143 230m","St. Joseph's Institution Junior 460m, Anglo-chinese School (primary) 710m, Anglo-chinese School (junior) 830m","Anglo-chinese School (barker Road) 750m, Balestier Hill Secondary 900m, Raffles Girls' School (secondary) 1.51 km","United Square Shopping Mall 220m, GOLDHILL SHOPPING CENTRE 270m, VELOCITY @ NOVENA SQUARE 450m",NA,"Singapore Chinese Girls' School 1.61 km, Singapore Chinese Girls' Primary School 1.61 km",NA,103.8415628,1.3163218,No
1390,Woodlands Drive 60,HDB 5 Rooms,1997,Standard,786C Woodlands Drive 60 (733786),NA,3,NA,NA,1302.4319,NA,NA,388000,NA,298,733786,NA,NA,LEASEHOLD/99 years,NA,"Renovated, Cooker Hob/hood, Balcony","ADMIRALTY MRT 7 mins  NS10 580m, WOODLANDS NORTH MRT DUE 2019 19 mins  TE1 1.56 km, WOODLANDS MRT 23 mins  NS9TE2 1.91 km","Blk 786A CP 2 mins  964913 170m, Blk 722 2 mins  913964 180m, Blk 788E 2 mins  904 230m","Riverside Primary 170m, Admiralty Primary 370m, Greenwood Primary 740m","Admiralty Secondary 130m, Evergreen Secondary 970m, Woodlands Ring Secondary 1.08 km","WOODLANDS MART 340m, ADMIRALTY PLACE 690m, 888 PLAZA 1.17 km",NA,NA, Woodlands ,103.8013178,1.4458899,Yes
